Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Lifetime Value,Seasonality Score,Cluster,Purchase Target
728,62,1,Sweater,1,97,Arkansas,2,Gray,3,4.8,1,Credit Card,Next Day Air,Yes,Yes,37,Venmo,30.0,3589,21.0,0,0
729,29,1,Jeans,1,78,Nebraska,1,Pink,3,3.7,1,Debit Card,Next Day Air,Yes,Yes,12,PayPal,30.0,936,21.0,1,0
730,41,1,Sunglasses,0,56,Minnesota,0,Beige,2,3.2,1,Venmo,Express,Yes,Yes,46,PayPal,30.0,2576,21.0,1,0
731,48,1,Boots,2,25,Massachusetts,1,Indigo,2,3.9,1,Venmo,Standard,Yes,Yes,28,Venmo,14.0,700,28.0,1,0
732,43,1,Coat,3,28,Arkansas,1,Red,1,3.5,1,Credit Card,Free Shipping,Yes,Yes,30,PayPal,14.0,840,14.0,1,0
733,34,1,Shirt,1,57,New Hampshire,0,Blue,1,2.8,1,Cash,Express,Yes,Yes,28,Cash,30.0,1596,21.0,1,0
734,45,1,Dress,1,36,Rhode Island,0,Cyan,0,2.7,1,Cash,2-Day Shipping,Yes,Yes,20,Debit Card,30.0,720,21.0,1,0
735,65,1,Shirt,1,69,New Jersey,2,Violet,3,3.1,1,Venmo,Express,Yes,Yes,39,Bank Transfer,30.0,2691,21.0,1,0
736,61,1,Sunglasses,0,48,Montana,1,Orange,0,3.6,1,Venmo,2-Day Shipping,Yes,Yes,48,Cash,30.0,2304,21.0,1,0
737,18,1,Dress,1,58,Colorado,0,Maroon,1,2.9,1,Debit Card,2-Day Shipping,Yes,Yes,32,Credit Card,30.0,1856,21.0,1,0
738,47,1,Sunglasses,0,24,Nebraska,1,Teal,1,3.6,1,PayPal,Store Pickup,Yes,Yes,28,PayPal,365.0,672,365.0,2,0
739,56,1,Sunglasses,0,31,Minnesota,0,Orange,3,3.5,1,Credit Card,2-Day Shipping,Yes,Yes,27,Venmo,30.0,837,21.0,1,0
740,64,1,Shorts,1,29,Minnesota,2,Purple,2,3.5,1,Cash,Free Shipping,Yes,Yes,26,Venmo,30.0,754,21.0,1,0
741,26,1,Jeans,1,69,South Dakota,1,Orange,2,2.8,1,Bank Transfer,Next Day Air,Yes,Yes,22,Credit Card,14.0,1518,28.0,1,0
742,22,1,T-shirt,1,79,West Virginia,3,Yellow,2,4.7,1,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,30.0,1817,21.0,1,0
743,64,1,Pants,1,39,Nevada,1,Charcoal,2,3.1,1,Debit Card,Express,Yes,Yes,21,Debit Card,30.0,819,21.0,1,0
744,21,1,Sunglasses,0,84,North Carolina,0,Gray,0,4.9,1,PayPal,Free Shipping,Yes,Yes,36,Cash,7.0,3024,0.0,0,0
745,67,1,Boots,2,66,Illinois,2,Charcoal,1,4.1,1,Debit Card,Next Day Air,Yes,Yes,42,Debit Card,30.0,2772,21.0,1,0
746,46,1,T-shirt,1,92,Michigan,0,Orange,0,4.7,1,Credit Card,Standard,Yes,Yes,4,Venmo,30.0,368,0.0,1,0
747,40,1,Sandals,2,45,Michigan,1,Red,3,2.5,1,Debit Card,Free Shipping,Yes,Yes,47,Credit Card,365.0,2115,1095.0,2,0
748,51,1,Shorts,1,74,Oklahoma,0,Gold,1,4.4,1,Venmo,Next Day Air,Yes,Yes,13,Bank Transfer,7.0,962,7.0,1,0
749,35,1,Hat,0,39,South Dakota,0,Brown,0,3.9,1,Bank Transfer,Free Shipping,Yes,Yes,8,Bank Transfer,30.0,312,21.0,1,0
750,56,1,Scarf,0,71,Oklahoma,1,Olive,3,3.7,1,Bank Transfer,Standard,Yes,Yes,11,Debit Card,30.0,781,21.0,1,0
751,25,1,T-shirt,1,95,Maryland,0,Violet,0,3.4,1,Bank Transfer,Free Shipping,Yes,Yes,5,Venmo,365.0,475,0.0,1,0
752,65,1,Gloves,0,72,Ohio,0,Indigo,0,4.8,1,Credit Card,Free Shipping,Yes,Yes,1,Credit Card,30.0,72,0.0,1,0
753,39,1,Scarf,0,85,Ohio,0,Yellow,0,4.2,1,Cash,2-Day Shipping,Yes,Yes,17,PayPal,30.0,1445,21.0,1,0
754,47,1,Boots,2,54,Massachusetts,1,Teal,0,3.4,1,Credit Card,Store Pickup,Yes,Yes,27,Venmo,30.0,1458,21.0,1,0
755,36,1,Gloves,0,41,North Carolina,0,Pink,1,2.9,1,Cash,Store Pickup,Yes,Yes,3,Debit Card,30.0,123,21.0,1,0
756,66,1,Coat,3,24,Florida,1,Violet,1,3.3,1,Venmo,Free Shipping,Yes,Yes,22,PayPal,7.0,528,7.0,1,0
757,62,1,Belt,0,99,Montana,2,Orange,2,4.8,1,Cash,Standard,Yes,Yes,24,Cash,14.0,2376,28.0,1,0
758,41,1,Hoodie,1,32,Minnesota,1,Red,0,3.8,1,Debit Card,Store Pickup,Yes,Yes,18,Debit Card,30.0,576,21.0,1,0
759,66,1,Shoes,2,71,Massachusetts,0,Peach,2,4.6,1,Bank Transfer,2-Day Shipping,Yes,Yes,39,Bank Transfer,30.0,2769,21.0,1,0
760,51,1,Dress,1,49,Rhode Island,3,Green,3,2.6,1,Bank Transfer,Next Day Air,Yes,Yes,25,Credit Card,14.0,1225,42.0,1,0
761,33,1,Gloves,0,50,Minnesota,3,Violet,0,3.4,1,Credit Card,Free Shipping,Yes,Yes,6,Cash,365.0,300,0.0,1,0
762,57,1,Jewelry,0,91,Nevada,0,Yellow,0,4.2,1,Credit Card,Express,Yes,Yes,26,Bank Transfer,7.0,2366,0.0,1,0
763,45,1,Belt,0,46,New Mexico,1,Pink,0,3.9,1,Credit Card,Standard,Yes,Yes,43,Debit Card,14.0,1978,0.0,1,0
764,61,1,Sweater,1,50,North Carolina,1,Brown,1,2.9,1,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,30.0,300,30.0,1,0
765,55,1,Skirt,1,39,Virginia,3,Silver,0,4.2,1,Bank Transfer,Free Shipping,Yes,Yes,6,Debit Card,30.0,234,21.0,1,0
766,54,1,Sneakers,2,99,Alaska,1,Pink,2,3.0,1,Bank Transfer,Store Pickup,Yes,Yes,13,Cash,30.0,1287,21.0,1,0
767,57,1,Gloves,0,48,Nevada,1,Cyan,3,3.6,1,PayPal,Next Day Air,Yes,Yes,13,PayPal,30.0,624,90.0,1,0
768,27,1,Coat,3,77,Pennsylvania,1,Brown,0,2.5,1,Cash,Next Day Air,Yes,Yes,11,Cash,365.0,847,0.0,1,0
769,64,1,Backpack,0,95,Illinois,3,Red,1,2.6,1,PayPal,Express,Yes,Yes,45,Venmo,7.0,4275,7.0,0,0
770,52,1,Socks,1,100,Delaware,1,Silver,1,4.3,1,Credit Card,Store Pickup,Yes,Yes,8,PayPal,30.0,800,30.0,1,0
771,19,1,Sneakers,2,54,Vermont,1,Gray,1,3.3,1,Venmo,Express,Yes,Yes,8,Credit Card,365.0,432,365.0,2,0
772,22,1,Sweater,1,68,Hawaii,0,Cyan,0,2.6,1,Credit Card,Next Day Air,Yes,Yes,34,Bank Transfer,14.0,2312,0.0,1,0
773,18,1,Jeans,1,22,Illinois,0,Teal,0,3.6,1,Cash,Free Shipping,Yes,Yes,40,Debit Card,30.0,880,21.0,1,0
774,29,1,Hat,0,84,California,0,Indigo,3,2.6,1,Venmo,Express,Yes,Yes,14,Debit Card,30.0,1176,21.0,1,0
775,42,1,Hat,0,46,Nevada,1,Yellow,2,3.5,1,Credit Card,Standard,Yes,Yes,11,Credit Card,30.0,506,21.0,1,0
776,49,1,Handbag,0,53,Kentucky,2,Gold,3,3.0,1,PayPal,Store Pickup,Yes,Yes,8,PayPal,30.0,424,90.0,1,0
777,49,1,Shirt,1,60,Alabama,1,Maroon,1,5.0,1,PayPal,Standard,Yes,Yes,8,Venmo,30.0,480,21.0,1,0
778,55,1,Socks,1,32,Wyoming,3,Silver,1,2.5,1,Credit Card,Express,Yes,Yes,37,Venmo,7.0,1184,7.0,1,0
779,29,1,Socks,1,50,Massachusetts,1,Yellow,2,2.9,1,Cash,Store Pickup,Yes,Yes,23,Debit Card,365.0,1150,730.0,2,0
780,60,1,Dress,1,94,Utah,1,Blue,1,4.6,1,Credit Card,Express,Yes,Yes,38,Cash,365.0,3572,365.0,2,0
781,34,1,Shoes,2,26,New York,1,Turquoise,1,3.6,1,Venmo,Free Shipping,Yes,Yes,38,Cash,30.0,988,21.0,1,0
782,30,1,Scarf,0,44,Vermont,0,Indigo,3,3.0,1,PayPal,Store Pickup,Yes,Yes,12,Credit Card,14.0,528,42.0,1,0
783,28,1,Hoodie,1,57,Hawaii,1,Green,2,4.5,1,PayPal,Standard,Yes,Yes,15,Cash,7.0,855,14.0,1,0
784,63,1,T-shirt,1,65,Louisiana,0,Purple,3,4.5,1,Debit Card,Next Day Air,Yes,Yes,38,PayPal,14.0,2470,42.0,1,0
785,31,1,Jeans,1,72,Alabama,1,Peach,3,3.2,1,Debit Card,Store Pickup,Yes,Yes,41,Bank Transfer,30.0,2952,21.0,1,0
786,46,1,Shorts,1,62,Louisiana,2,Purple,1,4.0,1,Bank Transfer,Next Day Air,Yes,Yes,37,PayPal,14.0,2294,14.0,1,0
787,70,1,Hat,0,21,Indiana,2,Teal,3,4.8,1,Credit Card,Express,Yes,Yes,16,Bank Transfer,30.0,336,21.0,1,0
788,53,1,Handbag,0,85,Michigan,2,Green,1,3.7,1,Bank Transfer,Free Shipping,Yes,Yes,25,Venmo,7.0,2125,7.0,1,0
789,50,1,Pants,1,51,Rhode Island,3,Yellow,2,3.8,1,Venmo,Store Pickup,Yes,Yes,18,Bank Transfer,30.0,918,21.0,1,0
790,33,1,Handbag,0,84,Idaho,2,Purple,0,2.7,1,Venmo,Standard,Yes,Yes,4,Credit Card,30.0,336,21.0,1,0
791,22,1,Sweater,1,37,Louisiana,1,Indigo,2,4.9,1,Venmo,Store Pickup,Yes,Yes,12,Bank Transfer,30.0,444,21.0,1,0
792,50,1,Scarf,0,44,North Carolina,2,Magenta,2,3.1,1,Credit Card,2-Day Shipping,Yes,Yes,35,PayPal,14.0,1540,28.0,1,0
793,34,1,Sneakers,2,45,New Jersey,1,Violet,1,4.2,1,Venmo,Next Day Air,Yes,Yes,45,Venmo,7.0,2025,7.0,1,0
794,24,1,Pants,1,35,Alabama,0,Maroon,2,3.8,1,Cash,Free Shipping,Yes,Yes,16,Credit Card,30.0,560,60.0,1,0
795,69,1,Backpack,0,50,Kentucky,3,Yellow,3,4.2,1,Bank Transfer,Store Pickup,Yes,Yes,10,Debit Card,14.0,500,42.0,1,0
796,39,1,Sandals,2,26,New York,1,Beige,2,4.6,1,Cash,Store Pickup,Yes,Yes,34,Venmo,365.0,884,730.0,2,0
797,42,1,Socks,1,78,Arizona,3,Black,0,4.0,1,Debit Card,2-Day Shipping,Yes,Yes,43,Credit Card,365.0,3354,0.0,0,0
798,42,1,Coat,3,82,Maryland,1,Violet,0,4.0,1,Cash,2-Day Shipping,Yes,Yes,38,Debit Card,7.0,3116,0.0,0,0
799,29,1,Socks,1,39,Alaska,1,Violet,1,3.8,1,Cash,2-Day Shipping,Yes,Yes,48,PayPal,30.0,1872,21.0,1,0
800,55,1,Belt,0,55,Nevada,0,Brown,2,3.3,1,Venmo,Free Shipping,Yes,Yes,31,PayPal,365.0,1705,730.0,2,0
801,32,1,Socks,1,20,Utah,2,Gold,2,2.6,1,Credit Card,Free Shipping,Yes,Yes,20,Cash,30.0,400,21.0,1,0
802,25,1,Belt,0,29,New Mexico,0,Blue,0,4.9,1,Credit Card,Express,Yes,Yes,12,Credit Card,14.0,348,0.0,1,0
803,38,1,Pants,1,41,Delaware,1,Teal,3,3.5,1,Venmo,Next Day Air,Yes,Yes,2,Bank Transfer,7.0,82,21.0,1,0
804,32,1,Shorts,1,38,Connecticut,0,Silver,3,2.8,1,Credit Card,Express,Yes,Yes,30,Venmo,30.0,1140,21.0,1,0
805,43,1,Boots,2,47,Mississippi,1,Maroon,2,2.6,1,Cash,Store Pickup,Yes,Yes,28,Venmo,30.0,1316,21.0,1,0
806,41,1,Dress,1,30,Connecticut,0,White,2,3.7,1,Venmo,Next Day Air,Yes,Yes,40,Debit Card,30.0,1200,60.0,1,0
807,56,1,Jeans,1,56,Florida,0,Charcoal,2,2.7,1,Credit Card,Standard,Yes,Yes,46,PayPal,30.0,2576,21.0,1,0
808,27,1,T-shirt,1,89,New York,2,Brown,3,3.3,1,Bank Transfer,Express,Yes,Yes,15,Credit Card,7.0,1335,21.0,1,0
809,46,1,Shoes,2,96,Wisconsin,0,Lavender,0,4.6,1,PayPal,Next Day Air,Yes,Yes,38,Cash,30.0,3648,21.0,0,0
810,48,1,Boots,2,81,South Carolina,1,Violet,0,4.9,1,PayPal,Next Day Air,Yes,Yes,30,PayPal,30.0,2430,21.0,1,0
811,52,1,Scarf,0,83,South Dakota,2,Lavender,0,4.9,1,Debit Card,Store Pickup,Yes,Yes,32,Debit Card,30.0,2656,21.0,1,0
812,18,1,Sneakers,2,35,Illinois,1,Green,3,2.7,1,Debit Card,Free Shipping,Yes,Yes,36,Venmo,30.0,1260,21.0,1,0
813,64,1,Boots,2,56,Alaska,1,Olive,2,3.2,1,PayPal,Standard,Yes,Yes,32,Credit Card,7.0,1792,14.0,1,0
814,54,1,Handbag,0,45,Montana,2,Olive,2,2.9,1,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,365.0,630,730.0,2,0
815,31,1,Shirt,1,62,Minnesota,1,Pink,3,3.8,1,Cash,Express,Yes,Yes,8,PayPal,30.0,496,90.0,1,0
816,30,1,Hat,0,84,West Virginia,0,Teal,1,3.0,1,Cash,Next Day Air,Yes,Yes,27,Venmo,30.0,2268,21.0,1,0
817,26,1,Sweater,1,24,Illinois,0,Cyan,2,3.9,1,Credit Card,Store Pickup,Yes,Yes,24,Debit Card,30.0,576,60.0,1,0
818,25,1,Handbag,0,21,Nevada,2,Gray,1,4.7,1,Credit Card,Store Pickup,Yes,Yes,30,PayPal,14.0,630,14.0,1,0
819,59,1,Shirt,1,91,Idaho,1,Peach,3,4.9,1,Cash,Store Pickup,Yes,Yes,34,Debit Card,30.0,3094,90.0,0,0
820,55,1,Sunglasses,0,36,Colorado,2,Teal,3,4.8,1,Bank Transfer,Next Day Air,Yes,Yes,28,Debit Card,30.0,1008,21.0,1,0
821,56,1,Sneakers,2,39,Louisiana,1,Turquoise,1,2.5,1,Cash,2-Day Shipping,Yes,Yes,27,Debit Card,30.0,1053,30.0,1,0
822,62,1,Hoodie,1,39,Vermont,1,Green,1,3.9,1,Cash,Standard,Yes,Yes,31,Credit Card,30.0,1209,21.0,1,0
823,35,1,Shirt,1,59,Mississippi,0,Magenta,3,3.4,1,Cash,Standard,Yes,Yes,23,Bank Transfer,365.0,1357,1095.0,2,0
824,51,1,Sunglasses,0,27,Georgia,1,Green,3,2.5,1,PayPal,Free Shipping,Yes,Yes,11,Credit Card,30.0,297,21.0,1,0
825,61,1,Blouse,1,94,Georgia,1,White,1,3.0,1,Venmo,Store Pickup,Yes,Yes,48,Cash,30.0,4512,21.0,0,1
826,27,1,Belt,0,94,Nebraska,3,Brown,0,3.6,1,Venmo,Next Day Air,Yes,Yes,17,Cash,30.0,1598,0.0,1,0
827,54,1,Dress,1,94,Massachusetts,1,Purple,3,3.6,1,Credit Card,Standard,Yes,Yes,36,PayPal,7.0,3384,21.0,0,0
828,31,1,Shoes,2,51,Colorado,2,Green,0,4.1,1,Credit Card,Free Shipping,Yes,Yes,33,Bank Transfer,14.0,1683,0.0,1,0
829,24,1,Socks,1,62,Nevada,1,Peach,0,3.7,1,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,30.0,1674,21.0,1,0
830,42,1,Socks,1,57,Idaho,2,Silver,1,3.1,1,Debit Card,2-Day Shipping,Yes,Yes,14,Credit Card,14.0,798,14.0,1,0
831,41,1,Shorts,1,76,Wyoming,1,Maroon,0,4.2,1,Cash,Express,Yes,Yes,5,Credit Card,365.0,380,0.0,1,0
832,66,1,Gloves,0,63,Washington,1,Red,2,4.3,1,Debit Card,Express,Yes,Yes,47,Cash,30.0,2961,21.0,0,0
833,58,1,Jacket,3,80,California,0,Blue,0,2.5,1,Credit Card,Express,Yes,Yes,28,Cash,30.0,2240,21.0,1,0
834,43,1,Handbag,0,68,Oklahoma,1,Purple,0,3.5,1,Debit Card,Standard,Yes,Yes,11,Credit Card,365.0,748,0.0,1,0
835,52,1,Backpack,0,89,Nevada,1,Indigo,2,3.1,1,Debit Card,Free Shipping,Yes,Yes,18,Credit Card,7.0,1602,14.0,1,0
836,35,1,Boots,2,26,Maryland,0,Indigo,2,2.5,1,Debit Card,Next Day Air,Yes,Yes,21,Debit Card,7.0,546,14.0,1,0
837,23,1,Gloves,0,90,West Virginia,0,Violet,3,3.9,1,PayPal,Store Pickup,Yes,Yes,22,Cash,30.0,1980,21.0,1,0
838,25,1,Hoodie,1,28,Illinois,0,Brown,1,4.9,1,Credit Card,Express,Yes,Yes,33,Cash,30.0,924,21.0,1,0
839,33,1,Coat,3,29,Kentucky,1,Gray,1,4.3,1,Bank Transfer,Express,Yes,Yes,49,Credit Card,365.0,1421,365.0,2,0
840,48,1,Shirt,1,31,Illinois,0,Teal,1,2.6,1,Cash,Free Shipping,Yes,Yes,10,Debit Card,30.0,310,21.0,1,0
841,42,1,Shirt,1,24,Alabama,0,Teal,2,4.2,1,Bank Transfer,2-Day Shipping,Yes,Yes,18,PayPal,7.0,432,14.0,1,0
842,55,1,Sweater,1,88,Texas,1,Beige,2,2.6,1,Venmo,Store Pickup,Yes,Yes,28,PayPal,14.0,2464,28.0,1,0
843,59,1,Shirt,1,87,Missouri,1,Violet,1,3.6,1,Venmo,Express,Yes,Yes,25,PayPal,7.0,2175,7.0,1,0
844,65,1,Hoodie,1,80,Pennsylvania,2,Beige,2,3.2,1,Cash,Express,Yes,Yes,6,PayPal,7.0,480,14.0,1,0
845,59,1,Sandals,2,48,Missouri,0,Purple,3,4.4,1,PayPal,Express,Yes,Yes,44,Venmo,30.0,2112,21.0,1,0
846,31,1,Belt,0,21,Michigan,3,Charcoal,3,3.7,1,PayPal,Standard,Yes,Yes,30,Venmo,30.0,630,90.0,1,0
847,49,1,Boots,2,72,Kentucky,1,Pink,1,3.7,1,Bank Transfer,Express,Yes,Yes,42,Debit Card,30.0,3024,21.0,0,0
848,53,1,Hoodie,1,44,New Jersey,0,Blue,0,4.1,1,Bank Transfer,Standard,Yes,Yes,30,PayPal,30.0,1320,0.0,1,0
849,48,1,Sandals,2,73,Delaware,1,Lavender,0,3.6,1,PayPal,Store Pickup,Yes,Yes,33,Credit Card,30.0,2409,21.0,1,0
850,23,1,Jeans,1,61,Missouri,2,Charcoal,1,4.3,1,Debit Card,Express,Yes,Yes,24,PayPal,30.0,1464,21.0,1,0
851,68,1,Shoes,2,20,Connecticut,0,Turquoise,3,2.6,1,Bank Transfer,Store Pickup,Yes,Yes,13,Venmo,30.0,260,90.0,1,0
852,35,1,Sandals,2,86,Massachusetts,1,Red,2,2.9,1,Credit Card,Express,Yes,Yes,19,Debit Card,30.0,1634,60.0,1,0
853,34,1,Dress,1,60,Florida,0,Yellow,1,4.2,1,Venmo,Next Day Air,Yes,Yes,23,Debit Card,30.0,1380,21.0,1,0
854,62,1,Hat,0,43,Delaware,0,Orange,3,4.0,1,PayPal,Free Shipping,Yes,Yes,35,Cash,30.0,1505,90.0,1,0
855,21,1,Pants,1,44,California,0,Blue,1,4.3,1,Bank Transfer,Free Shipping,Yes,Yes,22,Venmo,30.0,968,30.0,1,0
856,70,1,Socks,1,76,Oregon,0,Gold,1,3.0,1,Cash,2-Day Shipping,Yes,Yes,14,Credit Card,30.0,1064,21.0,1,0
857,55,1,Shirt,1,33,Alaska,1,Gold,2,3.5,1,Debit Card,Express,Yes,Yes,47,Debit Card,14.0,1551,28.0,1,0
858,43,1,Shorts,1,60,Missouri,0,Cyan,0,3.0,1,Cash,Standard,Yes,Yes,50,Debit Card,30.0,3000,21.0,1,0
859,19,1,Jacket,3,26,Oklahoma,0,Olive,0,3.1,1,PayPal,Free Shipping,Yes,Yes,33,PayPal,7.0,858,0.0,1,0
860,47,1,Hoodie,1,73,Wisconsin,1,Teal,3,4.0,1,Credit Card,Next Day Air,Yes,Yes,7,Debit Card,30.0,511,90.0,1,0
861,26,1,Shoes,2,87,South Carolina,1,Maroon,1,4.1,1,Debit Card,Standard,Yes,Yes,3,Cash,30.0,261,30.0,1,0
862,46,1,Skirt,1,100,Virginia,3,Green,1,3.3,1,PayPal,2-Day Shipping,Yes,Yes,35,Credit Card,30.0,3500,21.0,0,0
863,19,1,Coat,3,84,Arkansas,1,Charcoal,3,4.9,1,PayPal,Standard,Yes,Yes,13,PayPal,14.0,1092,42.0,1,0
864,49,1,Sneakers,2,41,Vermont,1,Cyan,2,3.9,1,PayPal,Standard,Yes,Yes,42,PayPal,14.0,1722,28.0,1,0
865,51,1,Jeans,1,59,Kentucky,2,Charcoal,3,3.9,1,PayPal,Next Day Air,Yes,Yes,5,PayPal,365.0,295,1095.0,2,0
866,64,1,Blouse,1,26,Colorado,0,Charcoal,3,4.8,1,Bank Transfer,Store Pickup,Yes,Yes,23,Venmo,365.0,598,1095.0,2,1
867,67,1,Sunglasses,0,69,New Mexico,1,Lavender,2,2.7,1,Credit Card,Free Shipping,Yes,Yes,11,PayPal,30.0,759,21.0,1,0
868,37,1,Jacket,3,20,Colorado,1,Turquoise,1,3.1,1,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,14.0,460,14.0,1,0
869,40,1,Dress,1,83,North Carolina,1,Green,2,3.2,1,Credit Card,Next Day Air,Yes,Yes,2,Credit Card,30.0,166,21.0,1,0
870,38,1,Hat,0,54,New Hampshire,1,Silver,1,2.7,1,PayPal,2-Day Shipping,Yes,Yes,33,PayPal,7.0,1782,7.0,1,0
871,66,1,Hoodie,1,66,West Virginia,1,Blue,0,2.5,1,Cash,Standard,Yes,Yes,6,Bank Transfer,30.0,396,21.0,1,0
872,47,1,Handbag,0,42,Hawaii,1,Charcoal,1,2.6,1,Bank Transfer,Next Day Air,Yes,Yes,45,Debit Card,30.0,1890,21.0,1,0
873,56,1,Jeans,1,33,North Dakota,1,Pink,1,2.9,1,Cash,Standard,Yes,Yes,25,Cash,30.0,825,21.0,1,0
874,51,1,Boots,2,77,Mississippi,1,Pink,2,4.2,1,PayPal,Free Shipping,Yes,Yes,24,Venmo,30.0,1848,21.0,1,0
875,25,1,Jacket,3,65,Maine,1,Magenta,0,4.4,1,PayPal,Free Shipping,Yes,Yes,10,Venmo,30.0,650,21.0,1,0
876,37,1,Sandals,2,39,North Dakota,0,Gray,2,4.1,1,Venmo,Free Shipping,Yes,Yes,7,Bank Transfer,30.0,273,21.0,1,0
877,41,1,Belt,0,51,Nebraska,0,Gray,2,3.8,1,Venmo,2-Day Shipping,Yes,Yes,1,Debit Card,7.0,51,14.0,1,0
878,64,1,Handbag,0,65,Nebraska,1,Orange,3,4.9,1,Venmo,Next Day Air,Yes,Yes,45,Venmo,30.0,2925,21.0,0,0
879,23,1,Sunglasses,0,89,Tennessee,2,Black,2,4.9,1,Cash,Express,Yes,Yes,37,Debit Card,7.0,3293,14.0,0,0
880,62,1,Skirt,1,76,Wyoming,2,Lavender,1,4.1,1,Credit Card,Free Shipping,Yes,Yes,14,PayPal,30.0,1064,21.0,1,0
881,39,1,Backpack,0,75,Nevada,0,Red,1,3.1,1,Venmo,Express,Yes,Yes,25,Debit Card,30.0,1875,30.0,1,0
882,52,1,Sandals,2,61,South Carolina,1,Silver,2,2.7,1,Credit Card,Next Day Air,Yes,Yes,18,Venmo,365.0,1098,730.0,2,0
883,50,1,Boots,2,35,Virginia,1,Cyan,0,3.8,1,Cash,Next Day Air,Yes,Yes,37,Cash,30.0,1295,21.0,1,0
884,28,1,Sneakers,2,37,Pennsylvania,2,Gold,0,4.3,1,Venmo,Free Shipping,Yes,Yes,30,Bank Transfer,30.0,1110,0.0,1,0
885,67,1,Skirt,1,91,Hawaii,0,Yellow,3,4.1,1,Venmo,Express,Yes,Yes,34,Bank Transfer,7.0,3094,21.0,0,0
886,41,1,Dress,1,99,Ohio,0,Purple,0,4.4,1,Credit Card,Free Shipping,Yes,Yes,49,Debit Card,30.0,4851,21.0,0,0
887,19,1,Shorts,1,54,Utah,2,Brown,2,3.6,1,PayPal,Express,Yes,Yes,48,Bank Transfer,30.0,2592,60.0,1,0
888,70,1,Handbag,0,47,Minnesota,0,Turquoise,3,3.3,1,Credit Card,2-Day Shipping,Yes,Yes,33,PayPal,14.0,1551,42.0,1,0
889,49,1,Scarf,0,77,New Hampshire,2,Gold,1,3.6,1,Venmo,Express,Yes,Yes,44,Cash,365.0,3388,365.0,2,0
890,59,1,Belt,0,84,Arizona,2,Olive,0,2.8,1,Venmo,Free Shipping,Yes,Yes,50,Venmo,7.0,4200,0.0,0,0
891,52,1,Gloves,0,51,New York,2,Purple,1,4.3,1,Credit Card,2-Day Shipping,Yes,Yes,47,Credit Card,30.0,2397,30.0,1,0
892,20,1,Skirt,1,26,Pennsylvania,2,Lavender,2,3.9,1,Venmo,Store Pickup,Yes,Yes,24,PayPal,30.0,624,21.0,1,0
893,31,1,Shorts,1,64,New Mexico,0,Gray,2,2.7,1,Venmo,Free Shipping,Yes,Yes,43,Debit Card,30.0,2752,60.0,1,0
894,33,1,Backpack,0,51,Nebraska,1,Red,1,4.7,1,Debit Card,Express,Yes,Yes,14,Venmo,30.0,714,30.0,1,0
895,44,1,Hoodie,1,60,Wyoming,0,Purple,1,3.8,1,Venmo,Free Shipping,Yes,Yes,3,Debit Card,30.0,180,21.0,1,0
896,40,1,Hat,0,69,Mississippi,3,Olive,1,4.7,1,Debit Card,Next Day Air,Yes,Yes,33,Debit Card,30.0,2277,21.0,1,0
897,69,1,Jewelry,0,29,Arkansas,1,Lavender,1,4.7,1,Credit Card,Express,Yes,Yes,38,Cash,14.0,1102,14.0,1,0
898,29,1,Shirt,1,91,Illinois,1,Gray,1,3.4,1,PayPal,Express,Yes,Yes,46,Venmo,7.0,4186,7.0,0,0
899,54,1,Belt,0,70,Nevada,0,Red,1,3.5,1,Credit Card,2-Day Shipping,Yes,Yes,19,Bank Transfer,30.0,1330,21.0,1,0
900,65,1,Sweater,1,58,Rhode Island,1,Peach,2,4.0,1,Debit Card,Standard,Yes,Yes,20,PayPal,365.0,1160,730.0,2,0
901,54,1,Hat,0,98,West Virginia,0,Gray,0,3.3,1,Cash,Free Shipping,Yes,Yes,42,Bank Transfer,30.0,4116,21.0,0,0
902,60,1,Scarf,0,68,Missouri,0,Violet,2,4.7,1,Debit Card,2-Day Shipping,Yes,Yes,34,Cash,30.0,2312,60.0,1,0
903,43,1,Hat,0,44,Kentucky,1,Beige,2,2.8,1,Debit Card,Next Day Air,Yes,Yes,5,Cash,30.0,220,60.0,1,0
904,44,1,Jacket,3,45,Washington,1,Blue,3,3.3,1,Bank Transfer,Express,Yes,Yes,3,PayPal,30.0,135,21.0,1,0
905,69,1,T-shirt,1,99,Alaska,0,Magenta,1,2.9,1,Credit Card,Free Shipping,Yes,Yes,46,PayPal,30.0,4554,21.0,0,0
906,46,1,Dress,1,68,Mississippi,2,Cyan,1,2.8,1,Credit Card,Standard,Yes,Yes,16,Venmo,365.0,1088,365.0,2,0
907,41,1,Pants,1,56,South Carolina,1,Red,1,4.2,1,Debit Card,Standard,Yes,Yes,21,Debit Card,30.0,1176,21.0,1,0
908,32,1,Sweater,1,43,Missouri,0,Cyan,3,4.4,1,PayPal,Express,Yes,Yes,34,Credit Card,30.0,1462,21.0,1,0
